# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr 30 02:35:22 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_radestr > 0
# CONSTRAINT:  and pl_massestr > 0)
# CONSTRAINT:  order by pl_rade asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,st_mass,st_masserr1,st_masserr2,st_masslim
TOI-1294 b,TOI-1294,1,1,2,10.12369881,0.23643767,-0.22090361,0,63.90000000,4.70000000,-4.50000000,0,1.157800,0.063800,-0.050800,0
TOI-2525 c,TOI-2525,1,1,2,10.13291855,0.11208981,-0.11208981,0,208.81326340,9.85268062,-10.17050902,0,0.849000,0.042000,-0.042000,0
Kepler-167 e,Kepler-167,1,2,4,10.16000000,0.42000000,-0.42000000,0,321.00669107,50.85254512,-47.67426105,0,0.777000,0.034000,-0.031000,0
V1298 Tau e,V1298 Tau,1,3,4,10.17000000,0.75000000,-0.75000000,0,15.30000000,4.20000000,-4.20000000,0,1.100000,0.050000,-0.050000,0
TOI-5349 b,TOI-5349,1,1,1,10.20000000,0.30000000,-0.30000000,0,127.40000000,5.80000000,-5.50000000,0,0.610000,0.020000,-0.020000,0
WASP-11 b,WASP-11,0,3,1,10.20019000,0.67254000,-0.33627000,0,168.44990000,22.24810000,-22.24810000,0,0.770000,0.100000,-0.080000,0
HAT-P-3 b,HAT-P-3,0,2,1,10.21139900,0.38110600,-0.38110600,0,189.10885000,7.62792000,-7.62792000,0,0.925000,0.046000,-0.046000,0
HATS-5 b,HATS-5,0,1,1,10.22260800,0.28022500,-0.28022500,0,75.64354000,4.44962000,-4.44962000,0,0.940000,0.030000,-0.030000,0
HATS-5 b,HATS-5,1,1,1,10.22300000,0.28000000,-0.28000000,0,75.32300000,3.81400000,-3.91400000,0,0.936000,0.028000,-0.028000,0
WASP-7 b,WASP-7,0,1,1,10.25623500,0.51561400,-0.44836000,0,305.11680000,38.13960000,-57.20940000,0,1.280000,0.090000,-0.190000,0
WASP-57 b,WASP-57,0,1,1,10.26700000,0.19100000,-0.15700000,0,213.57300000,15.57300000,-14.62000000,0,0.954000,0.027000,-0.027000,0
TOI-5398 b,TOI-5398,1,1,2,10.30000000,0.40000000,-0.40000000,0,58.70000000,5.70000000,-5.60000000,0,1.146000,0.013000,-0.013000,0
TOI-5688 A b,TOI-5688 A,1,2,1,10.30000000,0.60000000,-0.70000000,0,124.00000000,23.40000000,-24.40000000,0,0.600000,0.020000,-0.020000,0
HAT-P-12 b,HAT-P-12,0,1,1,10.30107100,0.25780700,-0.25780700,0,63.88383000,3.49613000,-3.49613000,0,0.691000,0.035000,-0.035000,0
WASP-195 b,WASP-195,1,1,1,10.31226224,0.56044903,-0.56044903,0,33.05415433,9.53485221,-9.85268062,0,1.300000,0.080000,-0.080000,0
K2-261 b,K2-261,0,1,1,10.32000000,0.17000000,-0.08000000,0,56.00000000,6.00000000,-6.00000000,0,1.090000,0.070000,-0.070000,0
TOI-7510 d,TOI-7510,0,1,3,10.34588919,0.49319515,-0.49319515,0,245.61779293,16.33638012,-16.52707716,0,1.020000,0.030000,-0.030000,0
WASP-107 b,WASP-107,0,1,2,10.35711600,0.24659800,-0.24659800,0,37.82177000,4.44962000,-4.44962000,0,0.691000,0.050000,-0.050000,0
TOI-2421 b,TOI-2421,1,1,1,10.36830715,0.39231432,-0.38110534,0,105.83685953,25.10844415,-25.10844415,0,1.131000,0.130000,-0.064000,0
WD 1856+534 b,WD 1856+534,1,3,1,10.40000000,1.00000000,-1.00000000,0,4386.05400000,,,0,0.518000,0.055000,-0.055000,0
NGTS-30 b,NGTS-30,1,1,1,10.40193409,0.35868738,-0.35868738,0,305.11527072,17.79839079,-17.79839079,0,0.940000,0.060000,-0.060000,0
TOI-5634 A b,TOI-5634 A,1,2,1,10.42000000,0.62000000,-0.55000000,0,588.00000000,,,1,0.556000,0.022000,-0.022000,0
WASP-43 b,WASP-43,0,1,1,10.42000000,,,0,572.10000000,,,0,,,,
WASP-43 b,WASP-43,1,1,1,10.42400000,0.78500000,-1.00900000,0,565.71400000,31.78200000,-31.78200000,0,0.580000,0.050000,-0.050000,0
TOI-2373 b,TOI-2373,1,1,1,10.42435205,0.22417961,-0.22417961,0,2955.80418510,63.56568140,-63.56568140,0,1.041000,0.032000,-0.028000,0
K2-113 b,K2-113,0,1,1,10.42437000,1.12090000,-0.78463000,0,410.00070000,41.31790000,-44.49620000,0,1.007000,0.040000,-0.039000,0
WASP-129 b,WASP-129,1,2,1,10.42437000,0.33627000,-0.33627000,0,317.83000000,31.78300000,-31.78300000,0,1.000000,0.030000,-0.030000,0
K2-114 b,K2-114,0,1,1,10.44677001,0.34747840,-0.34747840,0,638.83509807,38.13940884,-38.13940884,0,0.860000,0.039000,-0.034000,0
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,1,1,1,10.46800000,0.32700000,-0.32700000,0,6992.00000000,636.00000000,-636.00000000,0,0.029000,0.005000,-0.005000,0
TOI-1199 b,TOI-1199,1,1,1,10.51402390,0.28022452,-0.28022452,0,75.96098927,6.35656814,-6.35656814,0,1.230000,0.070000,-0.070000,0
TOI-7510 d,TOI-7510,1,1,3,10.52000000,0.32000000,-0.32000000,0,190.00000000,20.00000000,-20.00000000,0,1.063000,0.065000,-0.065000,0
TOI-4582 b,TOI-4582,1,1,1,10.53644186,1.00880826,-1.34507768,0,168.44905571,15.89142035,-15.89142035,0,1.340000,0.060000,-0.060000,0
TOI-5205 b,TOI-5205,0,1,1,10.53644186,0.44835923,-0.44835923,0,343.25467956,19.06970442,-19.06970442,0,0.394000,0.011000,-0.011000,0
HAT-P-3 b,HAT-P-3,1,2,1,10.53646000,0.78463000,-0.78463000,0,206.58950000,34.96130000,-34.96130000,0,1.060000,0.280000,-0.280000,0
WASP-107 b,WASP-107,0,1,2,10.53646000,0.22418000,-0.22418000,0,38.13960000,3.17830000,-3.17830000,0,0.690000,0.050000,-0.050000,0
WASP-56 b,WASP-56,1,2,1,10.53646000,1.00881000,-1.00881000,0,143.02350000,28.60470000,-28.60470000,0,0.710000,0.210000,-0.210000,0
KOI-1257 b,KOI-1257,1,2,1,10.54000000,1.35000000,-1.35000000,0,460.83000000,111.24000000,-111.24000000,0,0.990000,0.050000,-0.050000,0
CoRoT-10 b,CoRoT-10,0,1,1,10.54766900,0.95276500,-0.95276500,0,883.56740000,47.67450000,-47.67450000,0,0.904000,0.035000,-0.035000,0
POTS-1 b,POTS-1,1,1,1,10.54800000,0.40400000,-0.52700000,0,734.16000000,244.72000000,-244.72000000,0,0.695000,0.050000,-0.050000,0
K2-419 A b,K2-419 A,1,2,1,10.55000000,0.39000000,-0.39000000,0,196.00000000,15.00000000,-15.00000000,0,0.562000,0.024000,-0.024000,0
WASP-107 b,WASP-107,0,1,2,10.55000000,0.32000000,-0.32000000,0,30.60000000,1.70000000,-1.70000000,0,,,,
K2-114 b,K2-114,0,1,1,10.55887800,0.35868800,-0.22418000,0,587.98550000,73.10090000,-69.92260000,0,0.832000,0.021000,-0.018000,0
WASP-84 b,WASP-84,0,1,2,10.55887800,0.24659800,-0.24659800,0,220.57402000,15.57367000,-14.93801000,0,0.842000,0.037000,-0.036000,0
WASP-84 b,WASP-84,0,1,2,10.55900000,0.24700000,-0.24700000,0,220.56500000,8.89900000,-8.89900000,0,0.842000,0.037000,-0.037000,0
TOI-3486 b,TOI-3486,1,1,1,10.57006880,0.33626942,-0.32506044,0,99.16246298,18.11621920,-17.79839079,0,0.837000,0.037000,-0.034000,0
HAT-P-54 b,HAT-P-54,1,1,1,10.58129600,0.31385200,-0.31385200,0,241.55080000,10.17056000,-10.17056000,0,0.645000,0.020000,-0.020000,0
HAT-P-54 b,HAT-P-54,0,1,1,10.58129600,0.31385200,-0.31385200,0,578.45060000,731.00900000,-311.47340000,0,0.645000,0.020000,-0.020000,0
K2-114 b,K2-114,1,1,1,10.59248676,0.32506044,-0.31385146,0,638.83509807,38.13940884,-38.13940884,0,0.863000,0.037000,-0.031000,0
HATS-69 b,HATS-69,1,1,1,10.59250500,0.24659800,-0.24659800,0,183.38791000,,,0,0.892000,0.011000,-0.016000,0
Kepler-30 d,Kepler-30,0,1,3,10.60000000,1.40000000,-1.40000000,0,5403.11000000,,,1,0.990000,0.080000,-0.080000,0
Kepler-56 c,Kepler-56,0,1,3,10.60000000,1.40000000,-1.30000000,0,137.60000000,44.10000000,-0.30000000,0,1.400000,0.200000,-0.300000,0
TOI-5344 b,TOI-5344,1,1,1,10.60369574,0.23538859,-0.23538859,0,130.94530368,12.71313628,-12.71313628,0,0.612000,0.034000,-0.034000,0
WD 1856+534 b,WD 1856+534,0,3,1,10.60369574,0.19055267,-0.19055267,0,1652.70771640,222.47988490,-254.26272560,0,0.605000,0.013000,-0.013000,0
WASP-45 b,WASP-45,1,2,1,10.60371400,0.65012200,-0.57165900,0,306.38812000,18.43414000,-17.79848000,0,0.850000,0.076000,-0.070000,0
HAT-P-18 b,HAT-P-18,0,1,1,10.61492300,0.49319600,-0.49319600,0,62.29468000,2.54264000,-2.54264000,0,0.770000,0.027000,-0.027000,0
HAT-P-3 b,HAT-P-3,0,2,1,10.61492300,0.34747900,-0.34747900,0,185.61272000,8.89924000,-8.89924000,0,0.900000,0.057000,-0.057000,0
WASP-107 b,WASP-107,0,1,2,10.62613200,0.33627000,-0.33627000,0,38.13960000,3.17830000,-3.17830000,0,0.690000,0.050000,-0.050000,0
HAT-P-12 b,HAT-P-12,0,1,1,10.63734100,0.68374900,-0.68374900,0,67.06213000,3.81396000,-3.81396000,0,0.733000,0.018000,-0.018000,0
WASP-80 b,WASP-80,0,1,1,10.65000000,,,0,174.80000000,,,0,,,,
HAT-P-2 b,HAT-P-2,0,1,2,10.65975900,0.43715100,-0.59407700,0,2739.69460000,123.95370000,-174.80650000,0,1.298000,0.062000,-0.098000,0
WASP-80 b,WASP-80,0,1,1,10.67096800,0.29143400,-0.30264300,0,171.62820000,11.44188000,-11.12405000,0,0.570000,0.050000,-0.050000,0
WASP-80 b,WASP-80,0,1,1,10.67100000,0.29100000,-0.30300000,0,176.07000000,9.53400000,-12.39500000,0,0.570000,0.050000,-0.050000,0
TOI-4214 b,TOI-4214,1,1,1,10.68215861,0.35868738,-0.33626942,0,165.27077164,16.84490557,-17.16273398,0,1.382000,0.064000,-0.076000,0
HATS-22 b,HATS-22,1,1,1,10.68217700,0.53803200,-0.32506100,0,870.85420000,34.96130000,-34.96130000,0,0.759000,0.019000,-0.019000,0
CoRoT-28 b,CoRoT-28,1,1,1,10.70459500,0.73979400,-0.73979400,0,153.82972000,27.65121000,-27.65121000,0,1.010000,0.140000,-0.140000,0
CoRoT-28 b,CoRoT-28,0,1,1,10.70459500,0.73979400,-0.73979400,0,152.87623000,17.79848000,-17.79848000,0,1.010000,0.140000,-0.140000,0
WASP-2 b,WASP-2,0,2,1,10.70500000,3.41900000,-3.41900000,0,279.68000000,25.43000000,-25.43000000,0,0.790000,0.150000,-0.040000,0
WASP-84 b,WASP-84,1,1,2,10.72000000,0.27000000,-0.27000000,0,220.00000000,18.00000000,-18.00000000,0,0.853000,0.038000,-0.038000,0
TOI-5210 b,TOI-5210,1,1,1,10.72699453,0.35868738,-0.26901554,0,81.99972901,13.03096469,-13.03096469,0,1.105000,0.063000,-0.068000,0
HAT-P-12 b,HAT-P-12,1,1,1,10.74900000,0.32500000,-0.23500000,0,67.05900000,3.81400000,-3.81400000,0,0.733000,0.018000,-0.018000,0
HAT-P-12 b,HAT-P-12,0,1,1,10.74943100,0.32506100,-0.23538900,0,66.23577200,3.05116800,-2.98760200,0,0.730000,0.018000,-0.018000,0
Kepler-15 b,Kepler-15,1,1,1,10.76000000,0.67000000,-0.78000000,0,209.76000000,25.43000000,-28.60000000,0,1.018000,0.044000,-0.052000,0
Kepler-45 b,Kepler-45,1,1,1,10.76000000,1.23000000,-1.23000000,0,160.49700000,28.60400000,-28.60400000,0,0.590000,0.060000,-0.060000,0
Kepler-74 b,Kepler-74,1,1,1,10.76000000,0.22000000,-0.22000000,0,200.22000000,38.14000000,-38.14000000,0,1.180000,0.040000,-0.040000,0
Kepler-77 b,Kepler-77,0,1,1,10.76000000,0.56000000,-0.56000000,0,225.65000000,31.78000000,-31.78000000,0,1.080000,0.034000,-0.034000,0
TOI-2158 b,TOI-2158,1,1,1,10.76062147,0.13450777,-0.13450777,0,260.61929374,25.42627256,-25.42627256,0,1.120000,0.120000,-0.120000,0
TOI-5027 b,TOI-5027,1,1,1,10.76062147,0.56044903,-0.67253884,0,642.01338214,41.31769291,-41.31769291,0,1.020000,0.050000,-0.050000,0
WASP-154 b,WASP-154,1,1,1,10.76062147,0.67253884,-0.67253884,0,198.96058278,40.99986450,-40.99986450,0,0.800000,0.050000,-0.050000,0
HAT-P-12 b,HAT-P-12,0,1,1,10.76064000,,,0,66.74430000,,,0,0.740000,0.081789,-0.084425,0
Kepler-15 b,Kepler-15,0,1,1,10.76064000,0.67254000,-0.78463000,0,201.18639000,14.62018000,-14.30235000,0,1.018000,0.044000,-0.032000,0
Kepler-419 b,Kepler-419,0,1,2,10.76064000,1.34508000,-1.34508000,0,820.00140000,247.90740000,-238.37250000,0,1.390000,0.080000,-0.070000,0
Kepler-45 b,Kepler-45,0,1,1,10.76064000,1.23299000,-1.23299000,0,153.82972000,23.20159000,-22.56593000,0,0.590000,0.060000,-0.060000,0
Kepler-74 b,Kepler-74,0,1,1,10.76064000,0.22418000,-0.22418000,0,191.96932000,27.96904000,-29.87602000,0,1.180000,0.040000,-0.040000,0
Kepler-77 b,Kepler-77,0,1,1,10.76064000,0.17934400,-0.17934400,0,165.90726000,13.34886000,-12.71320000,0,0.950000,0.040000,-0.040000,0
WASP-105 b,WASP-105,1,1,1,10.76064000,0.33627000,-0.33627000,0,572.09400000,31.78300000,-31.78300000,0,0.890000,0.090000,-0.090000,0
WASP-126 b,WASP-126,0,1,2,10.76064000,1.12090000,-0.56045000,0,88.99240000,12.71320000,-12.71320000,0,1.120000,0.060000,-0.060000,0
WASP-32 b,WASP-32,1,1,1,10.76064000,1.68135000,-1.68135000,0,835.89290000,260.62060000,-260.62060000,0,0.720000,0.340000,-0.340000,0
Kepler-77 b,Kepler-77,1,1,1,10.76100000,0.17900000,-0.17900000,0,136.66100000,10.17000000,-10.17000000,0,0.950000,0.040000,-0.040000,0
TOI-375 b,TOI-375,1,1,3,10.77183045,0.49319515,-0.48198617,0,236.78216321,16.52707716,-16.84490557,0,1.441000,0.076000,-0.075000,0
TOI-5616 b,TOI-5616,1,1,1,10.78000000,0.54000000,-0.47000000,0,624.00000000,,,1,0.666000,0.025000,-0.025000,0
WASP-23 b,WASP-23,1,1,1,10.78300000,0.52700000,-0.62800000,0,280.95000000,27.96800000,-31.46400000,0,0.780000,0.130000,-0.120000,0
WASP-23 b,WASP-23,0,1,1,10.78305800,0.52682300,-0.62770400,0,279.37257000,30.19385000,-31.78300000,0,0.780000,0.130000,-0.120000,0
Kepler-419 b,Kepler-419,1,1,2,10.80000000,1.40000000,-1.30000000,0,794.50000000,95.30000000,-95.30000000,0,1.390000,0.080000,-0.070000,0
TOI-7510 c,TOI-7510,1,1,3,10.81000000,0.32000000,-0.32000000,0,131.00000000,11.00000000,-11.00000000,0,1.063000,0.065000,-0.065000,0
TOI-172 b,TOI-172,1,1,1,10.81668500,0.35868800,-0.32506100,0,1722.63860000,69.92260000,-63.56600000,0,1.128000,0.065000,-0.061000,0
TOI-2368 b,TOI-2368,1,1,1,10.83908434,0.40352331,-0.34747840,0,206.58846455,57.20911326,-57.20911326,0,0.897000,0.048000,-0.049000,0
HATS-10 b,HATS-10,0,1,1,10.86152100,0.68374900,-0.50440500,0,185.93055000,30.82951000,-38.13960000,0,1.101000,0.054000,-0.054000,0
HATS-10 b,HATS-10,1,1,1,10.86152100,0.68374900,-0.50440500,0,167.17858000,25.74423000,-25.74423000,0,1.101000,0.054000,-0.054000,0
CoRoT-10 b,CoRoT-10,1,1,1,10.87000000,0.78000000,-0.78000000,0,874.00000000,50.85000000,-50.85000000,0,0.890000,0.050000,-0.050000,0
TOI-1670 c,TOI-1670,0,1,2,10.87271128,0.25780656,-0.25780656,0,183.70481925,18.75187601,-17.48056238,0,1.219000,0.059000,-0.070000,0
TOI-3837 b,TOI-3837,1,1,1,10.87271128,0.56044903,-0.67253884,0,187.51876013,15.89142035,-15.89142035,0,0.890000,0.050000,-0.050000,0
CoRoT-10 b,CoRoT-10,0,1,1,10.87273000,0.78463000,-0.78463000,0,867.67590000,44.49620000,-44.49620000,0,0.890000,0.050000,-0.050000,0
OGLE-TR-111 b,OGLE-TR-111,0,1,1,10.87273000,0.67254000,-0.67254000,0,165.27160000,41.31790000,-41.31790000,0,0.810000,0.020000,-0.020000,0
TOI-6330 b,TOI-6330,1,1,1,10.89000000,0.37000000,-0.35000000,0,3179.00000000,100.00000000,-100.00000000,0,0.531000,0.021000,-0.021000,0
NGTS-35 b,NGTS-35,1,1,1,10.90000000,0.65000000,-0.65000000,0,152.00000000,22.00000000,-19.00000000,0,0.789000,0.035000,-0.048000,0
TOI-7510 c,TOI-7510,0,1,3,10.90633822,0.25780656,-0.25780656,0,128.18019654,7.53253325,-7.97749302,0,1.020000,0.030000,-0.030000,0
TOI-4734 b,TOI-4734,1,1,1,10.91754720,0.28022452,-0.25780656,0,61.65871096,10.48833743,-10.17050902,0,1.391000,0.074000,-0.097000,0
TOI-1232 b,TOI-1232,1,1,2,10.92875618,0.59407598,-0.58286700,0,220.57291446,12.07747947,-12.71313628,0,1.058000,0.065000,-0.063000,0
TOI-2567 b,TOI-2567,1,1,1,10.92875618,0.34747840,-0.32506044,0,63.88350981,10.80616584,-9.85268062,0,1.130000,0.130000,-0.059000,0
WASP-84 b,WASP-84,0,1,2,10.93998400,0.28022500,-0.28022500,0,218.34921000,10.48839000,-10.48839000,0,0.853000,0.058000,-0.058000,0
TOI-2202 b,TOI-2202,1,1,2,10.95117414,0.17934369,-0.17934369,0,287.31687993,27.65107141,-31.78284070,0,0.841000,0.034000,-0.032000,0
Kepler-425 b,Kepler-425,1,1,1,10.96200000,0.24700000,-0.24700000,0,79.45000000,25.43000000,-25.43000000,0,0.930000,0.050000,-0.050000,0
Kepler-425 b,Kepler-425,0,1,1,10.96240200,0.24659800,-0.24659800,0,71.82958000,14.62018000,-14.62018000,0,0.930000,0.050000,-0.050000,0
HD 80606 b,HD 80606,0,2,1,10.98000000,0.34000000,-0.34000000,0,1252.20000000,34.96000000,-34.96000000,0,0.970000,0.040000,,0
TOI-5293 A b,TOI-5293 A,0,2,1,10.98480109,0.44835923,-0.44835923,0,158.91420350,22.24798849,-22.24798849,0,0.476000,0.012000,-0.012000,0
TOI-6628 b,TOI-6628,1,1,1,10.98480109,0.67253884,-0.67253884,0,235.19302118,19.06970442,-19.06970442,0,0.970000,0.060000,-0.060000,0
WASP-130 b,WASP-130,0,1,1,10.98480109,0.11208981,-0.11208981,0,397.28550875,12.71313628,-12.71313628,0,1.060000,0.040000,-0.040000,0
WASP-171 b,WASP-171,1,1,1,10.98482000,0.78463000,-0.44836000,0,344.52772000,29.87602000,-29.87602000,0,1.171000,0.058000,-0.058000,0
WASP-44 b,WASP-44,0,1,1,10.98482000,0.35868800,-0.35868800,0,275.55861000,20.34112000,-20.34112000,0,,,,
HAT-P-2 b,HAT-P-2,0,1,2,11.00723800,0.42594200,-1.17694500,0,2873.18320000,158.91500000,-158.91500000,0,1.298000,0.062000,-0.098000,0
XO-2 N b,XO-2 N,0,2,3,11.01844700,0.32506100,-0.31385200,0,179.89178000,17.48065000,-17.48065000,0,,,,
TOI-3593 b,TOI-3593,1,1,1,11.02963701,0.31385146,-0.29143350,0,565.73456446,28.60455663,-41.31769291,0,1.015000,0.037000,-0.043000,0
XO-2 N b,XO-2 N,0,2,3,11.02965600,0.45956900,-0.94155600,0,188.47319000,13.03103000,-25.10857000,0,0.924000,0.093000,-0.174000,0
WASP-80 b,WASP-80,0,1,1,11.05207400,0.24659800,-0.24659800,0,178.62046000,8.58141000,-8.58141000,0,0.596000,0.035000,-0.035000,0
TOI-1670 c,TOI-1670,1,1,2,11.06326395,0.28022452,-0.28022452,0,200.23189641,28.60455663,-25.42627256,0,1.210000,0.020000,-0.020000,0
TOI-5007 b,TOI-5007,1,1,1,11.07447293,0.34747840,-0.34747840,0,211.03806225,13.66662150,-13.34879309,0,0.632000,0.013000,-0.013000,0
TOI-1273 b,TOI-1273,1,1,1,11.09689089,2.46597575,-2.46597575,0,70.55790635,4.76742611,-4.76742611,0,1.060000,0.060000,-0.060000,0
TOI-1899 b,TOI-1899,1,1,1,11.09689089,0.33626942,-0.33626942,0,212.94503269,12.71313628,-12.71313628,0,0.632000,0.026000,-0.025000,0
TOI-4504 c,TOI-4504,1,1,3,11.09689089,0.56044903,-0.56044903,0,1197.32317485,57.52694167,-57.90833576,0,0.890000,0.060000,-0.040000,0
HATS-3 b,HATS-3,0,1,1,11.09691000,2.12971000,-2.12971000,0,174.80650000,73.10090000,-73.10090000,0,0.440000,0.260000,-0.260000,0
KOI-3680 b,KOI-3680,1,1,1,11.09691000,0.67254000,-0.78463000,0,613.41190000,60.38770000,-66.74430000,0,1.010000,0.070000,-0.160000,0
TOI-481 b,TOI-481,1,1,1,11.09691000,0.11209000,-0.11209000,0,486.27990000,9.53490000,-9.53490000,0,1.140000,0.020000,-0.010000,0
WASP-11 b,WASP-11,0,3,1,11.09691000,0.24659800,-0.24659800,0,169.08556000,6.67443000,-6.35660000,0,0.806000,0.038000,-0.038000,0
WASP-11 b,WASP-11,0,3,1,11.09691000,0.25780700,-0.25780700,0,156.37236000,7.62792000,-7.62792000,0,0.806000,0.040000,-0.040000,0
WASP-45 b,WASP-45,0,2,1,11.11932800,0.42594200,-0.42594200,0,318.46566000,19.70546000,-19.70546000,0,0.904000,0.067000,-0.067000,0
XO-2 N b,XO-2 N,0,2,3,11.11932800,0.43715100,-0.68374900,0,176.39565000,20.65895000,-19.70546000,0,0.946000,0.071000,-0.077000,0
TOI-201 c,TOI-201,1,1,2,11.13051784,0.19055267,-0.15692573,0,4513.16337940,317.82840700,-381.39408840,0,1.316000,0.027000,-0.027000,0
ZTF J1828+2308 b,ZTF J1828+2308,1,1,1,11.13051784,0.21297063,-0.21297063,0,6356.56814000,317.82840700,-317.82840700,0,0.610000,0.004000,-0.004000,0
XO-2 N b,XO-2 N,1,2,3,11.13053700,0.13450800,-0.13450800,0,179.89178000,7.94575000,-7.94575000,0,0.971000,,,0
CoRoT-3 b,CoRoT-3,0,1,1,11.13502060,0.65012200,-0.65012200,0,6747.53090000,260.62060000,-187.51970000,0,1.359000,0.059000,-0.043000,0
TOI-1811 b,TOI-1811,1,1,1,11.14172682,0.28022452,-0.25780656,0,308.92921160,24.15495893,-24.79061575,0,0.817000,0.033000,-0.030000,0
TOI-2497 b,TOI-2497,1,1,1,11.14172682,0.61649394,-0.54924005,0,1531.93292174,130.30964687,-130.30964687,0,1.859000,0.087000,-0.083000,0
TOI-3714 b,TOI-3714,0,2,1,11.14172682,0.22417961,-0.22417961,0,218.98377242,9.53485221,-9.53485221,0,0.522000,0.028000,-0.028000,0
TIC 172900988 b,TIC 172900988 Aa,0,2,1,11.15000000,0.41000000,-0.41000000,0,845.70000000,4.70000000,-4.70000000,0,1.238800,0.000700,-0.000700,0
TOI-2207 b,TOI-2207,1,1,1,11.15293580,0.31385146,-0.30264248,0,203.41018048,31.78284070,-38.13940884,0,1.296000,0.069000,-0.072000,0
HAT-P-18 b,HAT-P-18,0,1,1,11.15295500,0.58286800,-0.58286800,0,63.56600000,6.03877000,-6.03877000,0,0.770000,0.031000,-0.031000,0
HAT-P-18 b,HAT-P-18,1,1,1,11.15300000,0.58300000,-0.58300000,0,62.61000000,4.13200000,-4.13200000,0,0.770000,0.031000,-0.031000,0
XO-2 N b,XO-2 N,0,2,3,11.16400000,0.34700000,-0.20200000,0,179.56600000,17.16200000,-17.16200000,0,0.971000,0.034000,,0
HATS-6 b,HATS-6,1,1,1,11.18658200,0.21297100,-0.21297100,0,101.38777000,22.24810000,-22.24810000,0,0.574000,0.020000,-0.027000,0
Kepler-45 b,Kepler-45,0,1,1,11.19779100,0.77342100,-0.77342100,0,158.91500000,19.38763000,-19.38763000,0,0.570000,0.059000,-0.059000,0
WASP-80 b,WASP-80,1,1,1,11.19779100,0.33627000,-0.34747900,0,170.99254000,11.12405000,-11.44188000,0,0.577000,0.051000,-0.054000,0
TIC 172900988 b,TIC 172900988 Aa,0,2,1,11.20000000,0.43000000,-0.43000000,0,869.70000000,5.00000000,-5.00000000,0,1.238800,0.000700,-0.000700,0
WASP-8 b,WASP-8,0,2,2,11.20000000,,,0,699.20000000,,,0,,,,
HD 114082 b,HD 114082,1,1,1,11.20898070,0.33626942,-0.33626942,0,2542.62725600,317.82840700,-317.82840700,0,1.470000,0.070000,-0.070000,0
TIC 279401253 b,TIC 279401253,1,1,2,11.20898070,0.44835923,-0.44835923,0,1951.46641898,123.95307873,-133.48793094,0,1.130000,0.020000,-0.030000,0
TOI-2338 b,TOI-2338,1,1,1,11.20898070,0.22417961,-0.22417961,0,1900.61387386,66.74396547,-63.56568140,0,0.990000,0.030000,-0.020000,0
TOI-2524 b,TOI-2524,1,1,1,11.20898070,0.22417961,-0.33626942,0,203.41018048,12.71313628,-12.71313628,0,1.007000,0.032000,-0.029000,0
TOI-3288 b,TOI-3288,0,2,1,11.20898070,0.33626942,-0.33626942,0,670.61793877,25.42627256,-25.42627256,0,0.640000,0.010000,-0.010000,0
TOI-4406 b,TOI-4406,1,1,1,11.20898070,0.22417961,-0.22417961,0,95.34852210,9.53485221,-9.53485221,0,1.190000,0.030000,-0.030000,0
CoRoT-20 b,CoRoT-20,0,1,2,11.20900000,2.01762000,-2.35389000,0,1315.81620000,114.41880000,-95.34900000,0,1.100000,0.100000,-0.100000,0
K2-232 b,K2-232,1,1,1,11.20900000,0.24659800,-0.22418000,0,126.49634000,11.75971000,-11.75971000,0,1.188000,0.028000,-0.026000,0
K2-29 b,K2-29,0,2,1,11.20900000,0.79583900,-0.75100300,0,194.82979000,8.58141000,-8.26358000,0,0.864000,0.041000,-0.039000,0
OGLE-TR-111 b,OGLE-TR-111,0,1,1,11.20900000,1.45717000,-0.67254000,0,168.44990000,34.96130000,-34.96130000,0,0.820000,0.150000,-0.020000,0
WASP-162 b,WASP-162,1,1,1,11.20900000,0.56045000,-0.56045000,0,1652.71600000,63.56600000,-63.56600000,0,0.950000,0.040000,-0.040000,0
